Campaign,Campaign type,Campaign start date,Campaign end date,Audience segment,Audience segment type,Clicks,Impr.,CTR,TrueView view rate
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19,Video,19-Jul-24,19-Aug-24,Farming,Custom intent segment: auto-created,0,18,0.00%,5.56%
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19,Video,19-Jul-24,19-Aug-24,Higher Education,Custom intent segment: auto-created,0,35,0.00%,0.00%
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19,Video,19-Jul-24,19-Aug-24,Information About Agriculture,Custom intent segment: auto-created,0,15,0.00%,0.00%
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19,Video,19-Jul-24,19-Aug-24,Machine Learning,Custom intent segment: auto-created,0,9,0.00%,0.00%
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19,Video,19-Jul-24,19-Aug-24,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,12,0.00%,0.00%
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19,Video,19-Jul-24,19-Aug-24,Organic Food Production,Custom intent segment: auto-created,0,4,0.00%,0.00%
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19,Video,19-Jul-24,19-Aug-24,Universities,Custom intent segment: auto-created,0,108,0.00%,3.70%
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,2-Aug-24,2-Sep-24,Employment › Industry › Education Sector,Detailed demographics,0,38,0.00%,0.00%
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,2-Aug-24,2-Sep-24,Deep Learning,Custom intent segment: auto-created,0,6,0.00%,0.00%
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,2-Aug-24,2-Sep-24,Electric Vehicles,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,2-Aug-24,2-Sep-24,Intelligent Robots,Custom intent segment: auto-created,0,12,0.00%,8.33%
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,2-Aug-24,2-Sep-24,Machine Learning,Custom intent segment: auto-created,0,13,0.00%,7.69%
UCM - Podcast Episode 10 - Autonomous Vehicles - 8.2-9.2,Video,2-Aug-24,2-Sep-24,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Display) - 8.15-8.30,Display,15-Aug-24,31-Aug-24,People not in audiences,People not in audience segments,0,422,0.00%,0
UCM - DOT Conference (Vehicle Video) - 8.15-8.30,Video,15-Aug-24,31-Aug-24,Deep Learning,Custom intent segment: auto-created,0,23,0.00%,13.04%
UCM - DOT Conference (Vehicle Video) - 8.15-8.30,Video,15-Aug-24,31-Aug-24,Machine Learning Courses,Custom intent segment: auto-created,0,7,0.00%,0.00%
UCM - DOT Conference (Bridges Video) - 8.15-8.30,Video,15-Aug-24,31-Aug-24,Deep Learning,Custom intent segment: auto-created,0,42,0.00%,0.00%
UCM - DOT Conference (Bridges Video) - 8.15-8.30,Video,15-Aug-24,31-Aug-24,Higher Education,Custom intent segment: auto-created,0,41,0.00%,0.00%
UCM - DOT Conference (Bridges Video) - 8.15-8.30,Video,15-Aug-24,31-Aug-24,Machine Learning Courses,Custom intent segment: auto-created,0,9,0.00%,0.00%
UCM - DOT Conference (Bridges Video) - 8.15-8.30,Video,15-Aug-24,31-Aug-24,Universities,Custom intent segment: auto-created,0,114,0.00%,0.00%
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,26-Aug-24,26-Sep-24,Carnegie Mellon University Information,Custom intent segment: auto-created,0,51,0.00%,25.49%
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,26-Aug-24,26-Sep-24,Deep Learning,Custom intent segment: auto-created,0,3,0.00%,0.00%
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,26-Aug-24,26-Sep-24,Higher Education,Custom intent segment: auto-created,0,12,0.00%,0.00%
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,26-Aug-24,26-Sep-24,Intelligent Robots,Custom intent segment: auto-created,0,22,0.00%,0.00%
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,26-Aug-24,26-Sep-24,Machine Learning,Custom intent segment: auto-created,0,2,0.00%,0.00%
UCM - Podcast Episode 11 - AI Care Part 1 - 8.26-9.26,Video,26-Aug-24,26-Sep-24,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,9,0.00%,0.00%
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17,Video,17-Sep-24,17-Oct-24,Deep Learning,Custom intent segment: auto-created,0,14,0.00%,7.14%
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Video,17-Sep-24,17-Oct-24,Archaeology Information,Custom intent segment: auto-created,0,23,0.00%,0.00%
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Video,17-Sep-24,17-Oct-24,Archaeology Programs,Custom intent segment: auto-created,0,22,0.00%,13.64%
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Video,17-Sep-24,17-Oct-24,Deep Learning,Custom intent segment: auto-created,0,21,0.00%,14.29%
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Video,17-Sep-24,17-Oct-24,Machine Learning,Custom intent segment: auto-created,0,21,0.00%,4.76%
UCM - Podcast Episode 13 - Dinosaurs - 9.17 - 10.17,Video,17-Sep-24,17-Oct-24,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,21,0.00%,0.00%
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4,Video,4-Oct-24,4-Nov-24,Deep Learning,Custom intent segment: auto-created,0,7,0.00%,14.29%
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4,Video,4-Oct-24,4-Nov-24,Higher Education,Custom intent segment: auto-created,0,17,0.00%,0.00%
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4,Video,4-Oct-24,4-Nov-24,Intelligent Robots,Custom intent segment: auto-created,0,46,0.00%,0.00%
UCM - Podcast Episode 14 - Birth of AI Part 1 - 10.4-11.4,Video,4-Oct-24,4-Nov-24,Machine Learning Courses,Custom intent segment: auto-created,0,3,0.00%,33.33%
UCM - AI Horizon Campaign Video - 10.12-10.16,Video,12-Oct-24,16-Oct-24,Business Advice,Custom intent segment: auto-created,0,44,0.00%,4.55%
UCM - AI Horizon Campaign Video - 10.12-10.16,Video,12-Oct-24,16-Oct-24,Business Opportunities,Custom intent segment: auto-created,0,18,0.00%,0.00%
UCM - AI Horizon Campaign Video - 10.12-10.16,Video,12-Oct-24,16-Oct-24,Technology News and Trends,Custom intent segment: auto-created,0,5,0.00%,0.00%
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,12-Oct-24,16-Oct-24,Travel › Business Travelers,Affinity segment,0,31,0.00%,0
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,12-Oct-24,16-Oct-24,Business Services › Business Technology › Enterprise Software › CRM Solutions,In-market segment,0,15,0.00%,0
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,12-Oct-24,16-Oct-24,Employment › Government & Public Sector Jobs,In-market segment,0,158,0.00%,0
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,12-Oct-24,16-Oct-24,Employment › IT & Technical Jobs,In-market segment,0,8,0.00%,0
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,12-Oct-24,16-Oct-24,Neural Network Software,Custom intent segment: auto-created,0,701,0.00%,0
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,12-Oct-24,16-Oct-24,Artificial Intelligence Programs and Information,Custom affinity segment: auto-created,0,201,0.00%,0
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,12-Oct-24,16-Oct-24,Business Opportunities,Custom affinity segment: auto-created,0,245,0.00%,0
UCM - AI Horizons Campaign -Display - 10.12-10.16,Display,12-Oct-24,16-Oct-24,Business Start up Services,Custom affinity segment: auto-created,0,261,0.00%,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Education,In-market segment,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI Part 1 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Value of College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Machine Learning,Custom intent segment: auto-created,0,44,0.00%,9.09%
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10,Video,10-Oct-24,10-Nov-24,Machine Learning Courses,Custom intent segment: auto-created,0,23,0.00%,17.39%
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025,Video,1-Jan-25,31-Jan-25,Technology,Affinity segment,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025,Video,1-Jan-25,31-Jan-25,Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025,Video,1-Jan-25,31-Jan-25,Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025,Video,1-Jan-25,31-Jan-25,Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025,Video,1-Jan-25,31-Jan-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025,Video,1-Jan-25,31-Jan-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025,Video,1-Jan-25,31-Jan-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025,Video,1-Jan-25,31-Jan-25,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025,Video,1-Jan-25,31-Jan-25,Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025,Video,1-Jan-25,31-Jan-25,Robotics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23,Video,14-Jan-25,23-Jan-25,Technology,Affinity segment,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23,Video,14-Jan-25,23-Jan-25,Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23,Video,14-Jan-25,23-Jan-25,Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23,Video,14-Jan-25,23-Jan-25,Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23,Video,14-Jan-25,23-Jan-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23,Video,14-Jan-25,23-Jan-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23,Video,14-Jan-25,23-Jan-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23,Video,14-Jan-25,23-Jan-25,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23,Video,14-Jan-25,23-Jan-25,Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23,Video,14-Jan-25,23-Jan-25,Robotics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Anthem - Video - 2.1.2025 - 6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Technology,Affinity segment,0,0,0,0
UCM - Brand Awareness - Anthem - Video - 2.1.2025 - 6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Brand Awareness - Anthem - Video - 2.1.2025 - 6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - Brand Awareness - Anthem - Video - 2.1.2025 - 6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - Brand Awareness - Anthem - Video - 2.1.2025 - 6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Anthem - Video - 2.1.2025 - 6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Anthem - Video - 2.1.2025 - 6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Anthem - Video - 2.1.2025 - 6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Anthem - Video - 2.1.2025 - 6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Anthem - Video - 2.1.2025 - 6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Anthem - Video - 2.1.2025 - 6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Anthem - Video - 2.1.2025 - 6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Robotics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Expert - Video - 2.1.2025-6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Technology,Affinity segment,0,0,0,0
UCM - Brand Awareness - Expert - Video - 2.1.2025-6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Brand Awareness - Expert - Video - 2.1.2025-6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - Brand Awareness - Expert - Video - 2.1.2025-6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - Brand Awareness - Expert - Video - 2.1.2025-6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Expert - Video - 2.1.2025-6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Expert - Video - 2.1.2025-6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Expert - Video - 2.1.2025-6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Expert - Video - 2.1.2025-6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Expert - Video - 2.1.2025-6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Expert - Video - 2.1.2025-6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Expert - Video - 2.1.2025-6.30.2025,Demand Gen,1-Feb-25,30-Jun-25,Robotics,Custom intent segment: auto-created,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,6-Feb-25,30-Jun-25,Technology › Technophiles › Cloud Services Power Users,Affinity segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,6-Feb-25,30-Jun-25,Technology,Affinity segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,6-Feb-25,30-Jun-25,Technology › Technophiles,Affinity segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,6-Feb-25,30-Jun-25,Education,In-market segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,6-Feb-25,30-Jun-25,Business Services › Business Technology › Network Systems & Services › Hosted Data & Cloud Storage,In-market segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,6-Feb-25,30-Jun-25,Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,6-Feb-25,30-Jun-25,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,6-Feb-25,30-Jun-25,AI Website Users - 30 day,Website visitors,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,6-Feb-25,30-Jun-25,All visitors (AdWords),Website visitors,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,6-Feb-25,30-Jun-25,Youtube Subscribers,YouTube users,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,6-Feb-25,30-Jun-25,Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - AI Keyword Campaign - 2.6.2025 - 6.30.2025,Search,6-Feb-25,30-Jun-25,Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,18-Mar-25,22-Mar-25,Technology,Affinity segment,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,18-Mar-25,22-Mar-25,Technology › Technophiles,Affinity segment,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,18-Mar-25,22-Mar-25,Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,18-Mar-25,22-Mar-25,Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,18-Mar-25,22-Mar-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,18-Mar-25,22-Mar-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,18-Mar-25,22-Mar-25,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,18-Mar-25,22-Mar-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,18-Mar-25,22-Mar-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,18-Mar-25,22-Mar-25,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,18-Mar-25,22-Mar-25,Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - NVIDIA Conference - 3.18.2025 - 3.22.2025,Demand Gen,18-Mar-25,22-Mar-25,Robotics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,Education › Post-Secondary Education › Health Care Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,Employment › Industry › Healthcare Industry,Detailed demographics,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E1 - Healing Intelligence Pt. 1 - 4.1-5.1,Demand Gen,1-Apr-25,1-May-25,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,Education › Post-Secondary Education › Health Care Education,In-market segment,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,Employment › Industry › Healthcare Industry,Detailed demographics,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast - S2 E2 - Healing Intelligence Pt. 2 - 4.10-5.10,Demand Gen,10-Apr-25,10-May-25,Neural Networks,Custom intent segment: auto-created,0,0,0,0
